"subject" "activity" "mean" "instrument" "signal" "signal_type" "jerk" "calc" "statistic" "axis"
8 "walking" -0.1804072826 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
8 "walking" -0.184571053979167 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
8 "walking" -0.238746703958333 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
8 "walking" -0.502957255416667 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
8 "walking" -0.148386858858333 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking" 0.32484493125 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking" -0.158437341970833 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking" -0.271448185291667 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking" 0.315883536479167 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking" -0.4044825094375 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking" -0.234252005895833 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking" -0.1908057215 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking" -0.1429742348125 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking" -0.360818978541667 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
8 "walking" -0.276436130125 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
8 "walking" -0.327459577895833 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
8 "walking" -0.581240190833333 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
8 "walking_downstairs" 0.283484089210526 "accelerometer" "time" "body" NA NA "mean" NA
8 "walking_downstairs" -0.0211058674973684 "accelerometer" "time" "body" NA NA "mean" NA
8 "walking_downstairs" -0.107598135394737 "accelerometer" "time" "body" NA NA "mean" NA
8 "walking_downstairs" 0.914023498421053 "accelerometer" "time" "gravity" NA NA "mean" NA
8 "walking_downstairs" -0.187610243421053 "accelerometer" "time" "gravity" NA NA "mean" NA
8 "walking_downstairs" -0.141817934963684 "accelerometer" "time" "gravity" NA NA "mean" NA
8 "walking_downstairs" 0.118938088342105 "accelerometer" "time" "body" "jerk" NA "mean" NA
8 "walking_downstairs" -0.0380193846210526 "accelerometer" "time" "body" "jerk" NA "mean" NA
8 "walking_downstairs" -0.0394356157631579 "accelerometer" "time" "body" "jerk" NA "mean" NA
8 "walking_downstairs" -0.121189625973684 "gyroscope" "time" "body" NA NA "mean" NA
8 "walking_downstairs" -0.0500760173342105 "gyroscope" "time" "body" NA NA "mean" NA
8 "walking_downstairs" 0.114143855152368 "gyroscope" "time" "body" NA NA "mean" NA
8 "walking_downstairs" -0.0349283489710526 "gyroscope" "time" "body" "jerk" NA "mean" NA
8 "walking_downstairs" -0.0534969692794737 "gyroscope" "time" "body" "jerk" NA "mean" NA
8 "walking_downstairs" -0.0867903297078947 "gyroscope" "time" "body" "jerk" NA "mean" NA
8 "walking_downstairs" 0.176599311818421 "accelerometer" "time" "body" NA "magnitude" "mean" NA
8 "walking_downstairs" 0.176599311818421 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
8 "walking_downstairs" 0.262628490268421 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
8 "walking_downstairs" 0.0993429744078947 "gyroscope" "time" "body" NA "magnitude" "mean" NA
8 "walking_downstairs" -0.126189142894737 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
8 "walking_downstairs" 0.136590199860526 "accelerometer" "frequency" "body" NA NA "mean" NA
8 "walking_downstairs" 0.388412779763158 "accelerometer" "frequency" "body" NA NA "mean" NA
8 "walking_downstairs" 0.159589756534211 "accelerometer" "frequency" "body" NA NA "mean" NA
8 "walking_downstairs" -0.200757851 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
8 "walking_downstairs" 0.0511555478315789 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
8 "walking_downstairs" 0.223078489563158 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
8 "walking_downstairs" 0.214841402815789 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
8 "walking_downstairs" 0.220639687868421 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
8 "walking_downstairs" 0.0586096890447368 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
8 "walking_downstairs" -0.170997897197368 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
8 "walking_downstairs" -0.337650965236842 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
8 "walking_downstairs" -0.180391338523684 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
8 "walking_downstairs" -0.130740445236842 "gyroscope" "frequency" "body" NA NA "mean" NA
8 "walking_downstairs" 0.116090879026316 "gyroscope" "frequency" "body" NA NA "mean" NA
8 "walking_downstairs" 0.0277498065176316 "gyroscope" "frequency" "body" NA NA "mean" NA
8 "walking_downstairs" -0.177172958760526 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
8 "walking_downstairs" 0.0716794237631579 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
8 "walking_downstairs" -0.00513040190789474 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
8 "walking_downstairs" 0.301626757315789 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
8 "walking_downstairs" 0.229144569581579 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
8 "walking_downstairs" 0.331528459921053 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
8 "walking_downstairs" 0.181422535965789 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
8 "walking_downstairs" -0.00036272967368421 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
8 "walking_downstairs" 0.267675982868421 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
8 "walking_downstairs" -0.125179586744737 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
8 "walking_downstairs" 0.242843618736842 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
8 "walking_downstairs" 0.0241393473736842 "accelerometer" "time" "body" NA NA "std dev" NA
8 "walking_downstairs" 0.343826273105263 "accelerometer" "time" "body" NA NA "std dev" NA
8 "walking_downstairs" 0.1337170395 "accelerometer" "time" "body" NA NA "std dev" NA
8 "walking_downstairs" -0.945766561578947 "accelerometer" "time" "gravity" NA NA "std dev" NA
8 "walking_downstairs" -0.941580934473684 "accelerometer" "time" "gravity" NA NA "std dev" NA
8 "walking_downstairs" -0.897190012631579 "accelerometer" "time" "gravity" NA NA "std dev" NA
8 "walking_downstairs" 0.250143724521053 "accelerometer" "time" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" 0.288140718789474 "accelerometer" "time" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" -0.0135136269 "accelerometer" "time" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" -0.258430885531579 "gyroscope" "time" "body" NA NA "std dev" NA
8 "walking_downstairs" 0.0243131207736842 "gyroscope" "time" "body" NA NA "std dev" NA
8 "walking_downstairs" -0.129565242710526 "gyroscope" "time" "body" NA NA "std dev" NA
8 "walking_downstairs" -0.267887897328947 "gyroscope" "time" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" -0.0704526510842105 "gyroscope" "time" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" -0.1896044435 "gyroscope" "time" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" 0.131337867236842 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
8 "walking_downstairs" 0.131337867236842 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
8 "walking_downstairs" 0.2534082561 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
8 "walking_downstairs" -0.0466291872078947 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
8 "walking_downstairs" -0.157484866842105 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
8 "walking_downstairs" -0.0260463260078947 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking_downstairs" 0.232184078052632 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking_downstairs" 0.0214914840105263 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking_downstairs" 0.172658982065789 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" 0.273943791773684 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" -0.0846674186842105 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking_downstairs" -0.302735102631579 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking_downstairs" -0.0461356322868421 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking_downstairs" -0.268253406210526 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking_downstairs" -0.156141093578947 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
8 "walking_downstairs" 0.134734731236842 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
8 "walking_downstairs" -0.255590314210526 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
8 "walking_downstairs" -0.26298447 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
8 "walking_upstairs" 0.258880152048781 "accelerometer" "time" "body" NA NA "mean" NA
8 "walking_upstairs" -0.0282415136341463 "accelerometer" "time" "body" NA NA "mean" NA
8 "walking_upstairs" -0.11512211995122 "accelerometer" "time" "body" NA NA "mean" NA
8 "walking_upstairs" 0.860368718780488 "accelerometer" "time" "gravity" NA NA "mean" NA
8 "walking_upstairs" -0.291341491707317 "accelerometer" "time" "gravity" NA NA "mean" NA
8 "walking_upstairs" -0.192306960631707 "accelerometer" "time" "gravity" NA NA "mean" NA
8 "walking_upstairs" 0.0813816809395122 "accelerometer" "time" "body" "jerk" NA "mean" NA
8 "walking_upstairs" 0.014120592097561 "accelerometer" "time" "body" "jerk" NA "mean" NA
8 "walking_upstairs" -0.0674583919268293 "accelerometer" "time" "body" "jerk" NA "mean" NA
8 "walking_upstairs" 0.19270447595122 "gyroscope" "time" "body" NA NA "mean" NA
8 "walking_upstairs" -0.204205356087805 "gyroscope" "time" "body" NA NA "mean" NA
8 "walking_upstairs" -0.0724546025804878 "gyroscope" "time" "body" NA NA "mean" NA
8 "walking_upstairs" -0.15544567414878 "gyroscope" "time" "body" "jerk" NA "mean" NA
8 "walking_upstairs" -0.027919577097561 "gyroscope" "time" "body" "jerk" NA "mean" NA
8 "walking_upstairs" -0.0534090382439024 "gyroscope" "time" "body" "jerk" NA "mean" NA
8 "walking_upstairs" 0.121026629195122 "accelerometer" "time" "body" NA "magnitude" "mean" NA
8 "walking_upstairs" 0.121026629195122 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
8 "walking_upstairs" -0.141494613465854 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
8 "walking_upstairs" 0.166447991 "gyroscope" "time" "body" NA "magnitude" "mean" NA
8 "walking_upstairs" -0.400664014146341 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
8 "walking_upstairs" -0.166411065387805 "accelerometer" "frequency" "body" NA NA "mean" NA
8 "walking_upstairs" 0.263431399878049 "accelerometer" "frequency" "body" NA NA "mean" NA
8 "walking_upstairs" -0.0729496941121951 "accelerometer" "frequency" "body" NA NA "mean" NA
8 "walking_upstairs" -0.290117827804878 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
8 "walking_upstairs" -0.100254405917073 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
8 "walking_upstairs" -0.191852656439024 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
8 "walking_upstairs" -0.200277249165854 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
8 "walking_upstairs" -0.0257952590634146 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
8 "walking_upstairs" -0.386655803658537 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
8 "walking_upstairs" -0.115989564712683 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
8 "walking_upstairs" -0.344029932341463 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
8 "walking_upstairs" -0.368783012195122 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
8 "walking_upstairs" -0.240260761682927 "gyroscope" "frequency" "body" NA NA "mean" NA
8 "walking_upstairs" -0.113162144460976 "gyroscope" "frequency" "body" NA NA "mean" NA
8 "walking_upstairs" 0.16597418695122 "gyroscope" "frequency" "body" NA NA "mean" NA
8 "walking_upstairs" -0.221044979219512 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
8 "walking_upstairs" -0.184403755490244 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
8 "walking_upstairs" -0.296234666504878 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
8 "walking_upstairs" -0.13026451905122 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
8 "walking_upstairs" 0.207071289558293 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
8 "walking_upstairs" -0.131850567460976 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
8 "walking_upstairs" 0.27454925895122 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
8 "walking_upstairs" -0.229610952609756 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
8 "walking_upstairs" -0.128115003341463 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
8 "walking_upstairs" -0.46327057804878 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
8 "walking_upstairs" 0.251663318243902 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
8 "walking_upstairs" -0.171712174634146 "accelerometer" "time" "body" NA NA "std dev" NA
8 "walking_upstairs" 0.348768733170732 "accelerometer" "time" "body" NA NA "std dev" NA
8 "walking_upstairs" 0.121187278790244 "accelerometer" "time" "body" NA NA "std dev" NA
8 "walking_upstairs" -0.926673287804878 "accelerometer" "time" "gravity" NA NA "std dev" NA
8 "walking_upstairs" -0.931032068536585 "accelerometer" "time" "gravity" NA NA "std dev" NA
8 "walking_upstairs" -0.876168930487805 "accelerometer" "time" "gravity" NA NA "std dev" NA
8 "walking_upstairs" -0.186618895268293 "accelerometer" "time" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.0123501104926829 "accelerometer" "time" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.447518179097561 "accelerometer" "time" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.367428367219512 "gyroscope" "time" "body" NA NA "std dev" NA
8 "walking_upstairs" -0.0666980861414634 "gyroscope" "time" "body" NA NA "std dev" NA
8 "walking_upstairs" 0.337526477436585 "gyroscope" "time" "body" NA NA "std dev" NA
8 "walking_upstairs" -0.40507069195122 "gyroscope" "time" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.424675673414634 "gyroscope" "time" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.430366658780488 "gyroscope" "time" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.227200254219512 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
8 "walking_upstairs" -0.227200254219512 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
8 "walking_upstairs" -0.228296364146341 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
8 "walking_upstairs" -0.109327923829268 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
8 "walking_upstairs" -0.493975031707317 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
8 "walking_upstairs" -0.175284990170732 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking_upstairs" 0.30540146 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking_upstairs" 0.133766193578049 "accelerometer" "frequency" "body" NA NA "std dev" NA
8 "walking_upstairs" -0.24733661795122 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.0700821464439024 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.508248316829268 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
8 "walking_upstairs" -0.409955580780488 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking_upstairs" -0.0478802512585366 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking_upstairs" 0.263202878429268 "gyroscope" "frequency" "body" NA NA "std dev" NA
8 "walking_upstairs" -0.409282851707317 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
8 "walking_upstairs" -0.379266499780488 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
8 "walking_upstairs" -0.183325647134146 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
8 "walking_upstairs" -0.575733290731707 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
11 "laying" 0.280592970877193 "accelerometer" "time" "body" NA NA "mean" NA
11 "laying" -0.0176598052315789 "accelerometer" "time" "body" NA NA "mean" NA
11 "laying" -0.108786578070175 "accelerometer" "time" "body" NA NA "mean" NA
11 "laying" -0.134832031403509 "accelerometer" "time" "gravity" NA NA "mean" NA
11 "laying" 0.943017941403509 "accelerometer" "time" "gravity" NA NA "mean" NA
11 "laying" 0.112620189964912 "accelerometer" "time" "gravity" NA NA "mean" NA
11 "laying" 0.0766645337017544 "accelerometer" "time" "body" "jerk" NA "mean" NA
11 "laying" 0.0122193853629825 "accelerometer" "time" "body" "jerk" NA "mean" NA
11 "laying" 0.00277690502070175 "accelerometer" "time" "body" "jerk" NA "mean" NA
11 "laying" -0.0191743840136842 "gyroscope" "time" "body" NA NA "mean" NA
11 "laying" -0.041559989822807 "gyroscope" "time" "body" NA NA "mean" NA
11 "laying" 0.152019015929825 "gyroscope" "time" "body" NA NA "mean" NA
11 "laying" -0.102297501877193 "gyroscope" "time" "body" "jerk" NA "mean" NA
11 "laying" -0.0412391429298246 "gyroscope" "time" "body" "jerk" NA "mean" NA
11 "laying" -0.0666957489649123 "gyroscope" "time" "body" "jerk" NA "mean" NA
11 "laying" -0.980621180175439 "accelerometer" "time" "body" NA "magnitude" "mean" NA
11 "laying" -0.980621180175439 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
11 "laying" -0.983330628421053 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
11 "laying" -0.952523752105263 "gyroscope" "time" "body" NA "magnitude" "mean" NA
11 "laying" -0.990641248245614 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
11 "laying" -0.983801365614035 "accelerometer" "frequency" "body" NA NA "mean" NA
11 "laying" -0.971403935438596 "accelerometer" "frequency" "body" NA NA "mean" NA
11 "laying" -0.973576812807018 "accelerometer" "frequency" "body" NA NA "mean" NA
11 "laying" -0.0637709766210526 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
11 "laying" 0.251945472245614 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
11 "laying" 0.22603584097193 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
11 "laying" -0.984884874385965 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
11 "laying" -0.973882496666667 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
11 "laying" -0.979564844210526 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
11 "laying" 0.178104551486316 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
11 "laying" 0.00344999603508772 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
11 "laying" 0.0300169449866667 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
11 "laying" -0.97618747122807 "gyroscope" "frequency" "body" NA NA "mean" NA
11 "laying" -0.982640271929825 "gyroscope" "frequency" "body" NA NA "mean" NA
11 "laying" -0.961434420701754 "gyroscope" "frequency" "body" NA NA "mean" NA
11 "laying" 0.00610819990350877 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
11 "laying" 0.104942477754386 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
11 "laying" 0.0963568933754386 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
11 "laying" -0.973994004561404 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
11 "laying" 0.336010660578947 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
11 "laying" -0.976940774561403 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
11 "laying" 0.29574789545614 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
11 "laying" -0.967093356491228 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
11 "laying" 0.0406004062738596 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
11 "laying" -0.985978837192982 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
11 "laying" 0.256034976912281 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
11 "laying" -0.98477733 "accelerometer" "time" "body" NA NA "std dev" NA
11 "laying" -0.972196873859649 "accelerometer" "time" "body" NA NA "std dev" NA
11 "laying" -0.971311176842105 "accelerometer" "time" "body" NA NA "std dev" NA
11 "laying" -0.97956560245614 "accelerometer" "time" "gravity" NA NA "std dev" NA
11 "laying" -0.990765579649123 "accelerometer" "time" "gravity" NA NA "std dev" NA
11 "laying" -0.984192606315789 "accelerometer" "time" "gravity" NA NA "std dev" NA
11 "laying" -0.985259108596491 "accelerometer" "time" "body" "jerk" NA "std dev" NA
11 "laying" -0.972777455263158 "accelerometer" "time" "body" "jerk" NA "std dev" NA
11 "laying" -0.982111784210526 "accelerometer" "time" "body" "jerk" NA "std dev" NA
11 "laying" -0.980836884561403 "gyroscope" "time" "body" NA NA "std dev" NA
11 "laying" -0.982442644035088 "gyroscope" "time" "body" NA NA "std dev" NA
11 "laying" -0.959897432807018 "gyroscope" "time" "body" NA NA "std dev" NA
11 "laying" -0.981724838421053 "gyroscope" "time" "body" "jerk" NA "std dev" NA
11 "laying" -0.990845724736842 "gyroscope" "time" "body" "jerk" NA "std dev" NA
11 "laying" -0.986549063333333 "gyroscope" "time" "body" "jerk" NA "std dev" NA
11 "laying" -0.972891829473684 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
11 "laying" -0.972891829473684 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
11 "laying" -0.976504858596491 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
11 "laying" -0.954713182807018 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
11 "laying" -0.984476476666667 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
11 "laying" -0.985322211929825 "accelerometer" "frequency" "body" NA NA "std dev" NA
11 "laying" -0.973589287368421 "accelerometer" "frequency" "body" NA NA "std dev" NA
11 "laying" -0.971668077017544 "accelerometer" "frequency" "body" NA NA "std dev" NA
11 "laying" -0.987122678245614 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
11 "laying" -0.973486716315789 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
11 "laying" -0.983302949122807 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
11 "laying" -0.982424585438596 "gyroscope" "frequency" "body" NA NA "std dev" NA
11 "laying" -0.982660631754386 "gyroscope" "frequency" "body" NA NA "std dev" NA
11 "laying" -0.963183902982456 "gyroscope" "frequency" "body" NA NA "std dev" NA
11 "laying" -0.976037695614035 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
11 "laying" -0.975126531403509 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
11 "laying" -0.954849053508772 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
11 "laying" -0.983569468245614 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
11 "sitting" 0.276590197358491 "accelerometer" "time" "body" NA NA "mean" NA
11 "sitting" -0.0149195616754717 "accelerometer" "time" "body" NA NA "mean" NA
11 "sitting" -0.112840218339623 "accelerometer" "time" "body" NA NA "mean" NA
11 "sitting" 0.871963798301887 "accelerometer" "time" "gravity" NA NA "mean" NA
11 "sitting" 0.213716305739623 "accelerometer" "time" "gravity" NA NA "mean" NA
11 "sitting" 0.188531695981132 "accelerometer" "time" "gravity" NA NA "mean" NA
11 "sitting" 0.0761777324716981 "accelerometer" "time" "body" "jerk" NA "mean" NA
11 "sitting" -0.000213838552075472 "accelerometer" "time" "body" "jerk" NA "mean" NA
11 "sitting" 0.00833400761716981 "accelerometer" "time" "body" "jerk" NA "mean" NA
11 "sitting" -0.0399984915849057 "gyroscope" "time" "body" NA NA "mean" NA
11 "sitting" -0.0755284478679245 "gyroscope" "time" "body" NA NA "mean" NA
11 "sitting" 0.0761739419056604 "gyroscope" "time" "body" NA NA "mean" NA
11 "sitting" -0.0948423481320755 "gyroscope" "time" "body" "jerk" NA "mean" NA
11 "sitting" -0.0392813049264151 "gyroscope" "time" "body" "jerk" NA "mean" NA
11 "sitting" -0.0505395462396226 "gyroscope" "time" "body" "jerk" NA "mean" NA
11 "sitting" -0.961970763773585 "accelerometer" "time" "body" NA "magnitude" "mean" NA
11 "sitting" -0.961970763773585 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
11 "sitting" -0.97935563509434 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
11 "sitting" -0.951884472075472 "gyroscope" "time" "body" NA "magnitude" "mean" NA
11 "sitting" -0.989519031132076 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
11 "sitting" -0.981481454339623 "accelerometer" "frequency" "body" NA NA "mean" NA
11 "sitting" -0.934503182830189 "accelerometer" "frequency" "body" NA NA "mean" NA
11 "sitting" -0.972855110377359 "accelerometer" "frequency" "body" NA NA "mean" NA
11 "sitting" -0.050340397354717 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
11 "sitting" 0.0967747743339623 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
11 "sitting" 0.243469786396226 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
11 "sitting" -0.980831750377358 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
11 "sitting" -0.967454617735849 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
11 "sitting" -0.981124861320755 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
11 "sitting" 0.153320197518868 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
11 "sitting" -0.0805058031716981 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
11 "sitting" 0.0755982625849057 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
11 "sitting" -0.985106875471698 "gyroscope" "frequency" "body" NA NA "mean" NA
11 "sitting" -0.98263664490566 "gyroscope" "frequency" "body" NA NA "mean" NA
11 "sitting" -0.954453821132075 "gyroscope" "frequency" "body" NA NA "mean" NA
11 "sitting" 0.115678529336604 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
11 "sitting" -0.102473210571698 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
11 "sitting" -0.0459579465849057 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
11 "sitting" -0.953066009056604 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
11 "sitting" 0.198648837339623 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
11 "sitting" -0.975315331509434 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
11 "sitting" 0.192259107913208 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
11 "sitting" -0.969799951132076 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
11 "sitting" -0.0398966601509434 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
11 "sitting" -0.987255972641509 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
11 "sitting" 0.159345366839623 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
